,dz,overlap,types,nx,ny,status
PASXG86Sk9oFFQ4fp0Vz,0.1,False,ellipse-square-rectangle,112.0,112.0,val
Bu5fR7MORxv2Qk3HWe7Y,0.1,False,ellipse,112.0,112.0,val
bZ0qYs5GCvA4wTyqMdN9,0.1,False,square-ellipse,112.0,112.0,train
3IZraiv8PyvGScVWzMeY,0.1,False,rectangle,112.0,112.0,train
q931jiqtAMlvEWQ6zEBD,0.1,False,ring,112.0,112.0,train
xYbd8oXU0DP66tAGpRlL,0.1,False,shoe-ring,112.0,112.0,train
r6GdKMybfnqpkKPtaKwQ,0.1,False,shoe-rectangle,112.0,112.0,train
Qk7MmLhV7h7lgkG8Gfb3,0.1,False,polygon-ring-square-ring,112.0,112.0,train
01FOoxcbICEhd7aXYY2w,0.1,False,ring-ring-ellipse-circle,112.0,112.0,train
LajG7ybADbFQEnHOtKfw,0.1,False,ellipse-polygon-ring,112.0,112.0,val
QRdN4CTVXvWrTdN1amm2,0.1,False,ring-rectangle-ellipse,112.0,112.0,val
1D1W4Wj1H0jqmbHCEhmB,0.1,False,square-circle-circle-circle,112.0,112.0,train
lDZijO7ESMKvZjoDzr3G,0.1,False,shoe,112.0,112.0,train
LGgylIMS5nQeZPx40OxG,0.1,False,shoe-polygon-ring,112.0,112.0,test
JwTbgxGE62sFp2aYlwr3,0.1,False,polygon-ellipse-ring-square,112.0,112.0,val
nFL0irfYCWmdhlfSHceM,0.1,False,polygon-rectangle-polygon-polygon,112.0,112.0,train
WmdFdjabDYjv5wJVWDvN,0.1,False,square-circle-ellipse,112.0,112.0,train
8bXs7YtP7Y1ufC47AYTZ,0.1,False,polygon-circle,112.0,112.0,test
VdJmWwNUVtJzCRNnld09,0.1,False,rectangle-ring-ellipse-ellipse,112.0,112.0,test
CoFNqmRW7sqQ0cRskEGN,0.1,False,polygon-shoe-square-rectangle,112.0,112.0,train
Fm9mQCW5E6KCLZlQiX9b,0.1,False,circle,112.0,112.0,train
OSj3ZGWJCID8tepzaRaG,0.1,False,rectangle-shoe-circle-polygon,112.0,112.0,train
lft1thC7PY5FFPZGgFcn,0.1,False,polygon,112.0,112.0,train
NaAyopTjxQZxmHHkawyL,0.1,False,ellipse-circle,112.0,112.0,train
a1GbmybqAMZYGLnsunJo,0.1,False,square-ring,112.0,112.0,test
SRrjCjljAXfwOAqXhc0c,0.1,False,ellipse-shoe-ring-ellipse,112.0,112.0,val
m95bcsH8eLQhfYuhvkIA,0.1,False,shoe,112.0,112.0,train
4Flamg1f0uHQCgjthZYa,0.1,False,polygon-ring,112.0,112.0,train
ehd4zoSKy2HhyDyIlofu,0.1,False,square,112.0,112.0,train
AqSAAMmiP4OtUaEaigan,0.1,False,rectangle,112.0,112.0,train
LiUCWaldziuLEbNKf6jt,0.1,False,ellipse-ring-ring-circle,112.0,112.0,train
QxUA9ucdpn6AFYArutAl,0.1,False,square-circle,112.0,112.0,train
YProxaKu98lLT0txh611,0.1,False,ellipse,112.0,112.0,test
cOb57uhzpeVtx5dIeP8V,0.1,False,ellipse-square-shoe,112.0,112.0,train
j6hOTQRnp7U72eh0lbbW,0.1,False,polygon,112.0,112.0,test
ZUcltlVh2Q17SSfaCDuu,0.1,False,square-ellipse,112.0,112.0,train
KHR5jDCIXsAJWiUkCkQJ,0.1,False,polygon-ellipse-shoe,112.0,112.0,train
8UDYSR7NDyiB3hY9RY1N,0.1,False,polygon-ring-square-shoe,112.0,112.0,train
Y1CumT1TSMc8TUxOvVu5,0.1,False,rectangle,112.0,112.0,train
NRqvszIEVvT4U3LzQoVf,0.1,False,rectangle,112.0,112.0,train
NlgM1XHLx1SnOim0tiAh,0.1,False,polygon-ring-rectangle-shoe,112.0,112.0,val
2r6SEhohyZfJNln16Ccw,0.1,False,ellipse,112.0,112.0,train
wfPk8DwxbkWi2PXwSwgZ,0.1,False,circle-rectangle,112.0,112.0,val
0uwg4cqsc2jZ9KZwrowN,0.1,False,rectangle-circle,112.0,112.0,train
AWeY1OlLX8yHqlHeZIxc,0.1,False,circle-ring,112.0,112.0,train
rGGDpPDxTc7VNGcoAROd,0.1,False,rectangle-ellipse-shoe-ellipse,112.0,112.0,train
lpGM1nSWTXat5bt60WvN,0.1,False,ring-shoe,112.0,112.0,train
sIpApxTP8cI6PBk5reEu,0.1,False,polygon-ellipse-circle-square,112.0,112.0,train
fL8mIEpk5aHVleA9Gx5F,0.1,False,shoe-circle-ring-shoe,112.0,112.0,train
uQo1lUr0TWOJOwXPZl9G,0.1,False,shoe,112.0,112.0,train
bxemBt3rFdrhQA5Ad2oC,0.1,False,square-square-rectangle,112.0,112.0,train
rXjqHoNR4oiS1XWaDbil,0.1,False,shoe,112.0,112.0,train
NOsZxAVAgEKS6upNQfqT,0.1,False,shoe-square-square,112.0,112.0,test
C5NZKDXa47mBOWZx70OB,0.1,False,square-square-circle,112.0,112.0,train
BfyGEv7J7fvsSg21xn2s,0.1,False,rectangle-ring,112.0,112.0,val
7hzB1bqyOJMTwJIvSIuV,0.1,False,ellipse-rectangle-polygon-square,112.0,112.0,train
zTtXGDqx2uzU4d1aO5SE,0.1,False,polygon-shoe,112.0,112.0,val
WaNbCMkJiRGJkqgPY0qX,0.1,False,rectangle-polygon-square-shoe,112.0,112.0,train
Xg9FQh4S4ipU0ScJe2dl,0.1,False,rectangle-ellipse-circle,112.0,112.0,train
aeliIraCsZ35eDazuXaA,0.1,False,ring-shoe-shoe,112.0,112.0,train
m2ibK9y4vAIzTYhTsDkF,0.1,False,ellipse-shoe,112.0,112.0,train
xu0sFLiSbeuiYfWU3UEb,0.1,False,ring-ellipse-shoe,112.0,112.0,val
P81MexLnNJcKP0Bn2WQa,0.1,False,polygon-circle,112.0,112.0,train
hdPcKYsSiSlY7ExmSR4E,0.1,False,shoe-polygon-circle-circle,112.0,112.0,train
xmH2uou1af8ThPLDI8RH,0.1,False,square-ellipse-rectangle-square,112.0,112.0,train
dJ3BG37TcykY782EtpEc,0.1,False,ring,112.0,112.0,train
glcM5y7FCPpBSZ8G6NNM,0.1,False,ellipse-polygon-square,112.0,112.0,test
UxAV6uIRjFTLkjoVmp2Y,0.1,False,circle-square-circle-ellipse,112.0,112.0,train
XphnLXJP6Npf4s6JnvWO,0.1,False,ellipse,112.0,112.0,train
8HyoyHPQQttIgz7inYWq,0.1,False,ring,112.0,112.0,test
uAPL9ednx5crVCduS6cW,0.1,False,polygon-rectangle-ellipse-rectangle,112.0,112.0,train
2m3MeSyFdoYiRTve4AXW,0.1,False,shoe-square,112.0,112.0,train
AEaIwOZGpzmqRFHj9klE,0.1,False,circle-ellipse-shoe,112.0,112.0,test
kh8uZSHExBZrISGFeMLl,0.1,False,ring-ring-ring,112.0,112.0,train
VdvGcWkh1TUbzhYK2xyk,0.1,False,circle-circle-shoe-ring,112.0,112.0,val
eAix3n9xkayZ2oeOXAqa,0.1,False,shoe-shoe-rectangle,112.0,112.0,train
wZHP3Ck0jYRXKhx4qc9s,0.1,False,shoe-ring,112.0,112.0,train
IIFSejwMtCTOlQsSr9BA,0.1,False,ring-square-shoe,112.0,112.0,test
XBxBA2QMC6eUv4AqejBC,0.1,False,square-ellipse,112.0,112.0,test
rHrjGzrYE1xHyFOIjiR1,0.1,False,polygon,112.0,112.0,test
KZHb1GwIwsK9DxHbx6aU,0.1,False,ring-circle,112.0,112.0,train
8O11WgS6Ea6yvVeZlnhQ,0.1,False,rectangle-polygon,112.0,112.0,train
P8xrTZQcAq2EoR7sKeqV,0.1,False,polygon-circle,112.0,112.0,train
mamngRCgaWxRL878YPcq,0.1,False,rectangle-circle-ring-ring,112.0,112.0,test
tJ4Me7wz58QNco5IL3VR,0.1,False,ring-rectangle,112.0,112.0,train
RcbwcHmhzheDqZcPmcxj,0.1,False,shoe,112.0,112.0,test
Gb5IVJ5R1AG4iNQJ0EfT,0.1,False,ellipse-rectangle,112.0,112.0,test
SjO05MmePWm6ljAnw748,0.1,False,ring,112.0,112.0,train
x4fMvCzEpWlhQx2sHkpw,0.1,False,ellipse,112.0,112.0,train
0L477e5sZFmzfkrBWJVp,0.1,False,ellipse-ring-shoe,112.0,112.0,train
g9Mexkf30K7wfelLWm8K,0.1,False,shoe-polygon,112.0,112.0,test
cC03hY0g5IrEO4ak7vvj,0.1,False,shoe-ellipse-shoe,112.0,112.0,test
hCdcshBGW6qPCtXdtdPM,0.1,False,shoe-polygon-circle,112.0,112.0,test
91AEtqfF6wO1Fm1MvBb8,0.1,False,polygon-ring-ring,112.0,112.0,train
eekuRGK9VUMEEz0IqLn8,0.1,False,shoe-shoe,112.0,112.0,train
8FqEWGNdfrM8Zg2YHgNl,0.1,False,ring,112.0,112.0,train
owl1b5ikRf31I6WNxMO7,0.1,False,ring,112.0,112.0,val
3pckPs4Qftl8JNMMzJJs,0.1,False,polygon-ellipse-circle,112.0,112.0,train
kI5LfGeVcaBkdHe7jGfu,0.1,False,ring-ellipse,112.0,112.0,train
QThvwmDuWqun54MwQHph,0.1,False,shoe-square,112.0,112.0,train
IArGHKCIAzbhbfahokGQ,0.1,False,shoe-ring-square,112.0,112.0,train
WO9JQPRX4YFm8aNPi7O7,0.1,False,rectangle-shoe,112.0,112.0,val
kjrhgnaZmLECc9QrIvUC,0.1,False,ellipse-polygon-ring,112.0,112.0,train
CVop6XHnExx3BDxIlXhQ,0.1,False,ring,112.0,112.0,train
f5pvSQ9KyaD3Q8qp1DM0,0.1,False,polygon-shoe-rectangle-ring,112.0,112.0,train
OHuCHUfPeVanFPQpQY1W,0.1,False,ellipse,112.0,112.0,train
KiNoAX3efFKzdmhrMDGh,0.1,False,circle-ring,112.0,112.0,train
BLLJ7VIzLh13XxaGMY77,0.1,False,shoe-shoe,112.0,112.0,val
QA8ybQNvJQhhWbX5Y4KF,0.1,False,shoe-circle,112.0,112.0,val
FVt5q2pQH27Jjn1jmEtG,0.1,False,ellipse-square-circle,112.0,112.0,train
7E7GCeBMGkr8OpSruPPT,0.1,False,rectangle-circle,112.0,112.0,test
q7vgemTYtp95bsRdgAcG,0.1,False,circle-square,112.0,112.0,train
8Wzkd29EtIhO87FKLSmY,0.1,False,square-rectangle,112.0,112.0,val
9hKIboCA8pS3Q0zBgKnN,0.1,False,ring,112.0,112.0,test
2dlNbCCnayJ2ZYWP2hxC,0.1,False,shoe-square,112.0,112.0,train
Tu1QlrlLCAjfvnmTSGML,0.1,False,rectangle-ring-ring,112.0,112.0,train
2BMyGcExqVtuuZA9SR9g,0.1,False,ring-polygon-shoe,112.0,112.0,train
DmJCVWQGW7lIiUkx4BFu,0.1,False,ring-shoe-shoe-square,112.0,112.0,train
jWRYMqf6JQCPueNFdWYi,0.1,False,ellipse-circle,112.0,112.0,train
7NiooQHoNc9dxXBU7BpB,0.1,False,rectangle-ellipse-polygon,112.0,112.0,test
Yzjqtpn93b5ICnxUtFQz,0.1,False,shoe-ellipse,112.0,112.0,train
bESYBmQv4MkhYhIW4DuU,0.1,False,square-polygon-square-polygon,112.0,112.0,val
gBeUtqbGVb03nN7a52Sn,0.1,False,square-polygon-ring-square,112.0,112.0,val
bBW2iztspdj3FPIevo9G,0.1,False,polygon-rectangle-ellipse,112.0,112.0,train
jQIXW0ANLpyqNEOPXZRe,0.1,False,polygon-ellipse-ring-square,112.0,112.0,train
GtePD4VA7PT4BnFg1t3d,0.1,False,ellipse-square,112.0,112.0,val
f3i9zJYSpqq5bUg4RWkp,0.1,False,ring-square-shoe-ellipse,112.0,112.0,val
rsU089rMAZj3A7J94KBi,0.1,False,square,112.0,112.0,train
M0PfnwL7gyB6O3oObpy7,0.1,False,circle-shoe-circle-ring,112.0,112.0,test
NBKxjWci6YoE4jEQFnSH,0.1,False,ellipse-ring,112.0,112.0,val
G9WLImUBYdVVXAztdvyh,0.1,False,square-shoe-circle,112.0,112.0,val
l8ayz6UzQWL4sS09KSyL,0.1,False,ellipse-circle-ring,112.0,112.0,test
OCcscRkU2hqqCngeBgcv,0.1,False,ellipse,112.0,112.0,train
iGoTvOhl8dWzLQtYzm2N,0.1,False,ellipse-circle-circle-square,112.0,112.0,train
8O9v0sCqgohniSc4D2tI,0.1,False,shoe-square,112.0,112.0,train
jLne6G6bVgg0AkKqndAh,0.1,False,circle-square,112.0,112.0,train
MLn5r0okuQd304dHluDO,0.1,False,ring-ellipse-circle-shoe,112.0,112.0,val
HzqOYrbeKDbDzkNSo1uD,0.1,False,ring-circle-shoe-ring,112.0,112.0,train
VDBqoYuX4jbeHkxQKMub,0.1,False,shoe-circle-ellipse-shoe,112.0,112.0,train
GFJ9Ywp0YQKHMuMEEV9H,0.1,False,circle,112.0,112.0,train
Kbo0Kzttcpm7LZYYN1pt,0.1,False,circle,112.0,112.0,train
mq9KLBy85qylVDzxuWse,0.1,False,rectangle,112.0,112.0,train
RpsDiqyGKwIJDK5eg9SJ,0.1,False,ring-polygon-polygon,112.0,112.0,train
POrTuCDYIYv16RS4P2tA,0.1,False,ring-polygon-square,112.0,112.0,train
pEp25b5IBxFsKGeGIrq6,0.1,False,ring-rectangle-circle,112.0,112.0,train
HuZ0bkJN4UP0g51nl1To,0.1,False,ring-polygon-rectangle-ellipse,112.0,112.0,val
HELTFKO5hdbLOq6bWxQD,0.1,False,ellipse-ring,112.0,112.0,train
xA3IrYaMyPRpLFFA3RyD,0.1,False,polygon-rectangle,112.0,112.0,test
llQJVpeziVZFsWhtqk1q,0.1,False,ellipse,112.0,112.0,test
FK6BmbDehTCk7s8swCQI,0.1,False,circle-shoe-ring-ellipse,112.0,112.0,train
AeNn1q3EcPzOlK8fWcA5,0.1,False,polygon-rectangle,112.0,112.0,train
8DaJFxvOoGm1TnT27oeg,0.1,False,ellipse-circle-ring,112.0,112.0,val
3afhCFHjhfJPZPfDQJV2,0.1,False,rectangle-ring-rectangle-shoe,112.0,112.0,val
CRDtPKIpRR46LZEERT9C,0.1,False,square-shoe-rectangle,112.0,112.0,test
HYY20iGn4uBAlPT3dv5y,0.1,False,rectangle,112.0,112.0,train
H6TBCgLN54QsJE5pxFkA,0.1,False,shoe-ellipse-rectangle-shoe,112.0,112.0,train
38xpFurTUVapEG0xlBuB,0.1,False,ellipse-ellipse,112.0,112.0,train
ABXdhzTWcupow889jGLG,0.1,False,circle-shoe,112.0,112.0,train
lPoWcO2p7YRY7AXGNGdi,0.1,False,shoe-ellipse,112.0,112.0,train
lpi5ejTGw2KwGGD5Hfay,0.1,False,rectangle,112.0,112.0,test
OqX9Wtrttrmh9GJdDXKJ,0.1,False,ring-circle-rectangle,112.0,112.0,train
rpKkXxM5rDO7sp7Xu6A7,0.1,False,shoe-rectangle-polygon,112.0,112.0,val
pCJ0RuSJLJ7QLV821GNH,0.1,False,ellipse-square-polygon,112.0,112.0,val
WsgpGZYnx6jbUuaszEpJ,0.1,False,square,112.0,112.0,train
rk5LY39vVrRu7wltT4Gw,0.1,False,shoe,112.0,112.0,train
0KQ8ypoS4y0uEKc9Szyo,0.1,False,shoe-polygon-square,112.0,112.0,train
8xesF0PA9hU6t56FpWfX,0.1,False,rectangle-square-square-ring,112.0,112.0,train
JQb0hncG7WFjSwt58DQX,0.1,False,polygon,112.0,112.0,train
eDpPpcddz6ONxZCwpa4r,0.1,False,square-circle,112.0,112.0,train
s41Kl0awbxSsuAB2lkkh,0.1,False,rectangle-polygon,112.0,112.0,train
L5L7Cc4HTnl1qjXIxxf4,0.1,False,polygon-ring-rectangle,112.0,112.0,val
pUet2jJp31sIrOPiz0zc,0.1,False,circle,112.0,112.0,test
PuxKV3feUeDdtOmkeTPs,0.1,False,circle-rectangle-shoe-ellipse,112.0,112.0,val
2xPx8q4U5IRmJPZNN1rJ,0.1,False,circle,112.0,112.0,train
mNf2666V19ezmlGXGSSN,0.1,False,shoe-circle-polygon-circle,112.0,112.0,train
ogkJrDzU5rqJWdxvWALe,0.1,False,polygon-shoe-square-polygon,112.0,112.0,train
7HjUn4c2msmKUZ582TPH,0.1,False,circle-rectangle,112.0,112.0,train
FBpB2nOjqPvYPDiF5nQh,0.1,False,ring-ring-polygon,112.0,112.0,train
BnPYJ4Fw8eeC92GKUSgV,0.1,False,square-ring-rectangle,112.0,112.0,train
le6GXcyEBe9d2Yl5rEIQ,0.1,False,ellipse,112.0,112.0,train
IYZAS6d3t3e5EYdYQ5TF,0.1,False,ring-circle-square,112.0,112.0,train
h4lMQmyBiE5y32TLenEw,0.1,False,polygon-ring-circle-polygon,112.0,112.0,train
WVthBj6mqiviNSG4h4Ka,0.1,False,square-square-polygon,112.0,112.0,val
p2BY0pGyOzMAf67f07Ql,0.1,False,rectangle-polygon-square-ring,112.0,112.0,train
A8jG1NyBLTghRrlC79Wm,0.1,False,shoe-circle,112.0,112.0,train
TcnWaplEFnVqm7WBUOJg,0.1,False,rectangle,112.0,112.0,train
JCFnzKS8TU9pA9fR7l4w,0.1,False,ring-rectangle-shoe,112.0,112.0,train
HynEb8gGgeXRdD10wOv0,0.1,False,square-ring,112.0,112.0,test
yWgUCw3DNjD3bH5Rieer,0.1,False,square-rectangle-polygon,112.0,112.0,train
MkOtDzTWv1JnPTyYX2ZL,0.1,False,circle-polygon,112.0,112.0,train
wJI7l3bMxvK7vdAcaYO8,0.1,False,circle-ring-square,112.0,112.0,train
ZgTBUN8PlEyb0R9I4cYl,0.1,False,polygon-circle,112.0,112.0,train
HfRS0etG45ay0HujHtNz,0.1,False,ellipse-ring-rectangle-rectangle,112.0,112.0,test
5QGHzw8sdYyIOtTsb0t5,0.1,False,square-shoe-ellipse-circle,112.0,112.0,train
8GGH2JDivore04Syv1ZG,0.1,False,circle-shoe-shoe-square,112.0,112.0,val
ZHSct45YWJJEaU4vXpSg,0.1,False,ring-ellipse-ellipse,112.0,112.0,train
Js4IyGqJ94JIigQONsYO,0.1,False,rectangle-circle,112.0,112.0,test
I7xCj7LX24a7uKxga4Yy,0.1,False,polygon-shoe,112.0,112.0,train
w6ZILJkR4QDAtQnu7vWX,0.1,False,ellipse-ring-circle-ellipse,112.0,112.0,train
QAMKCnYv9RvwgT0E9fBY,0.1,False,circle-polygon-ellipse-ellipse,112.0,112.0,val
Z9otUKj7XHPyTGYVHImD,0.1,False,square,112.0,112.0,test
1GPiJ39hy3pPpiwlIovZ,0.1,False,ellipse-rectangle-ring,112.0,112.0,val
D45on0WQHWY78DWy6yyu,0.1,False,polygon-ring-ring-rectangle,112.0,112.0,train
uvluHuPIuV6WuchK5QQ7,0.1,False,square,112.0,112.0,train
EhgIcCFAGjjIelviqWjO,0.1,False,shoe-circle,112.0,112.0,val
VPXjW71A3kFN9upSOBwG,0.1,False,ellipse-ellipse,112.0,112.0,val
WRTFTfvvq4i1BKsBgZKS,0.1,False,polygon-ring-ring-square,112.0,112.0,train
LrXhbU25hmbZKI9ZWTbF,0.1,False,rectangle-square,112.0,112.0,train
xyKM3sGOkg4ahLfBNpB9,0.1,False,shoe,112.0,112.0,train
ChD3EpVAmRgMHPCINCAs,0.1,False,square-ellipse-square,112.0,112.0,train
HTdBd0WrjhrQkRgTihlM,0.1,False,polygon-square,112.0,112.0,test
WOLBjHNJtDkTqos89RcY,0.1,False,rectangle,112.0,112.0,train
qs6JrSsU2QgAwldoB72N,0.1,False,ellipse-circle-ellipse,112.0,112.0,test
H4zzOv66IX9V2LB0NBVU,0.1,False,ring-circle,112.0,112.0,train
Tzk7Enk9dKy0XV395cGS,0.1,False,ellipse-shoe-ring,112.0,112.0,val
pgRF6fYKj8SU7BTsOI1z,0.1,False,shoe-square-ring-square,112.0,112.0,val
hxJ6QEpcgHlWsnW4OUzF,0.1,False,square-ring-polygon,112.0,112.0,test
2VwIszNBRGJQnYJCbS3G,0.1,False,circle-rectangle-ellipse,112.0,112.0,train
I7Hv5eW28IyqybZg93sW,0.1,False,ellipse-shoe,112.0,112.0,val
xHo1j7rLpHQFpLY7RyXV,0.1,False,rectangle-shoe-ellipse,112.0,112.0,train
LaU70XHt0jTvPIPfFCx2,0.1,False,rectangle-rectangle-ring-polygon,112.0,112.0,train
9MiC8eaWHE3BIdZsEtfv,0.1,False,ellipse-rectangle-square,112.0,112.0,train
xOv8f7QPmBtOencQj9ux,0.1,False,shoe,112.0,112.0,train
i348pASMU2baIu0LaqO9,0.1,False,ellipse-ellipse,112.0,112.0,train
ygV29Z5vjCBQIddqIr8x,0.1,False,shoe,112.0,112.0,train
PLa1SgyW4Kx5QzgErnxa,0.1,False,shoe-ellipse-shoe-square,112.0,112.0,train
PPRMhZROu7hXLNdvKVtB,0.1,False,polygon,112.0,112.0,train
VvMhTgooUk5cDqFfokhN,0.1,False,ring-square-polygon,112.0,112.0,val
WC4KjJyo5bR1cqwY8kz5,0.1,False,rectangle-ellipse-ellipse-polygon,112.0,112.0,test
5KthHewD3DvvlX70zeXl,0.1,False,circle-polygon,112.0,112.0,test
LwIxtgNWUUbJ0Berkx6V,0.1,False,shoe-square-ellipse-square,112.0,112.0,test
mAbdWpzW8xF7sr7eH0kM,0.1,False,circle,112.0,112.0,train
j4C55b6nsS87A0FlHUDl,0.1,False,polygon,112.0,112.0,test
ovKGCLFQH9ZNqNdhKEma,0.1,False,ellipse-polygon-square,112.0,112.0,train
hOkvzl1Cy9QiT0MZSZtB,0.1,False,shoe,112.0,112.0,train
zKoLmBM1hPvku2VNAM7I,0.1,False,shoe-ring-circle-polygon,112.0,112.0,val
PwG1grhhRrFIMnHQKSmK,0.1,False,ring-polygon-ring,112.0,112.0,train
H4zH05TQKg6qu3ItknKP,0.1,False,square,112.0,112.0,test
QavmchDyK0BJ1FDxqU6u,0.1,False,polygon-shoe-shoe,112.0,112.0,train
gYj2BSJANAvs45ocSAyc,0.1,False,ellipse-circle-square-square,112.0,112.0,val
CM4S9JyBhb6WLoYO6gU2,0.1,False,shoe,112.0,112.0,train
kMzw7Ozx4kOpkZ7P1hRH,0.1,False,polygon-shoe,112.0,112.0,train
6oMU91E2iCu0GyzC5Z9z,0.1,False,polygon-rectangle-square-square,112.0,112.0,val
VZ1ZSP7uhY9J7hP6JYLr,0.1,False,circle-ring-ellipse,112.0,112.0,train
3VRArCzxHIWvfkVGvNLb,0.1,False,circle-circle-shoe,112.0,112.0,val
yIOjXEHsnE2qALkADDV8,0.1,False,ring-square-ellipse-polygon,112.0,112.0,val
icLBuRW75EFXIFp1hcj3,0.1,False,polygon-square,112.0,112.0,train
bZBMQH5kv1RU86qUELJK,0.1,False,shoe-circle,112.0,112.0,test
9G8bwM9FqQB5af8Kn70I,0.1,False,shoe-circle,112.0,112.0,train
UiFWxpqDK61dEulsFV4j,0.1,False,ellipse-shoe-shoe,112.0,112.0,train
wZ8gQno7TfvglwilHZol,0.1,False,ring-shoe-ellipse,112.0,112.0,train
O5XvcjkSP4aqa0aBZ5Rh,0.1,False,polygon-square,112.0,112.0,train
i2HcspOrXR2xg9e3NzLV,0.1,False,ellipse-shoe,112.0,112.0,val
f1oRhA1swNhPTeJngVbE,0.1,False,circle-square-shoe-square,112.0,112.0,val
2fOYFHnwuDVGW2FMfzwo,0.1,False,shoe-shoe,112.0,112.0,train
ovC54ACaShEptRbLZNci,0.1,False,rectangle-shoe-shoe-polygon,112.0,112.0,train
xte7yD2b707BwzaiastK,0.1,False,ellipse-polygon-rectangle,112.0,112.0,train
xxz4Cq9eyDt9R7lFjsNY,0.1,False,circle-circle-shoe-rectangle,112.0,112.0,val
HGspYaLHikPwIrCvBnnC,0.1,False,shoe-square,112.0,112.0,train
v3DuD57fnOYkkeSwbXDs,0.1,False,polygon-square-rectangle,112.0,112.0,train
fnZCaFFTseA1g1Wibptj,0.1,False,circle-circle,112.0,112.0,train
GEzQgFWYA1J883FkEtEu,0.1,False,rectangle-shoe-rectangle-shoe,112.0,112.0,train
pWjhSDhhjAXObvrY0mOX,0.1,False,shoe-square-circle,112.0,112.0,test
yf5aemqShj4Dtrg8mdJX,0.1,False,rectangle-rectangle-square,112.0,112.0,test
8VId0KecvmzSjo7gdcy9,0.1,False,polygon-ellipse-polygon,112.0,112.0,train
Q2cssTfucIvXbkFSCgWN,0.1,False,polygon-square-square,112.0,112.0,train
0j08GBQjbuDRV1OImCJT,0.1,False,shoe-ring,112.0,112.0,test
pZaB6XenO4TgLvQfLwbb,0.1,False,ellipse-circle-square,112.0,112.0,train
5zYedpf71orGRfn2YVru,0.1,False,ring-ring-circle,112.0,112.0,train
JGq9ZGhNTRJGLfCeMf0I,0.1,False,ellipse-ring-ring-shoe,112.0,112.0,train
a7oJbg1kO0wwuTRCRJKI,0.1,False,ellipse,112.0,112.0,val
hog6PrPAxnaTlDZpAwzE,0.1,False,rectangle-polygon-ring-polygon,112.0,112.0,train
73Lj5tfcQk9vU8VH8Adt,0.1,False,square,112.0,112.0,train
27igoMDc9gX0RwSsWLDU,0.1,False,shoe-rectangle,112.0,112.0,train
Rtonoh9gnByxiMipbv4l,0.1,False,square-polygon-shoe,112.0,112.0,train
ujmReKtBTeqdRy10Vnvo,0.1,False,polygon,112.0,112.0,train
83Vd11laQsXjsq5WbvTb,0.1,False,shoe-circle,112.0,112.0,train
Sk1KcsJ5yTGEqIIG0rpL,0.1,False,rectangle,112.0,112.0,val
TjYnoqTi34Qpm3OtgQrE,0.1,False,circle,112.0,112.0,val
JKezLah0dAmiYqmpBl0l,0.1,False,square-circle-square,112.0,112.0,test
SYjiESMNqiR15JwsHjhk,0.1,False,polygon-ring,112.0,112.0,train
z8ZYCirvrwOuh2Qc2eZo,0.1,False,ellipse-circle-shoe-square,112.0,112.0,test
UZZ3ztT0sBx8UrV8v3QO,0.1,False,shoe,112.0,112.0,train
pLB3DlYMdLdGtf6TYmvW,0.1,False,circle,112.0,112.0,train
vgEZkwz4ulR4WLpKeeJX,0.1,False,shoe,112.0,112.0,train
Xym1MudfvCcYcDxIwWzd,0.1,False,square-rectangle-square-shoe,112.0,112.0,train
B7hXbtlXiTBwBGtj5IOv,0.1,False,rectangle,112.0,112.0,test
mrul1FCltpursoow8CEk,0.1,False,polygon-ring-rectangle,112.0,112.0,train
HJrrRQ6qjTkAuv8LOSFa,0.1,False,circle,112.0,112.0,train
LjDrQlFWdKIUwq2QJBN6,0.1,False,polygon-square-rectangle-square,112.0,112.0,val
aQLubx6EOGFQE6WUMbQa,0.1,False,rectangle-rectangle-shoe-polygon,112.0,112.0,train
QL29o9VtYuM1S5H8rycX,0.1,False,circle-shoe-ring-polygon,112.0,112.0,train
G3QyhllnckyIHt8KGVvm,0.1,False,shoe,112.0,112.0,train
yx3CnGTXKFlJO8QkjgH2,0.1,False,shoe,112.0,112.0,val
soAsEYdFEWdjIqv5UQ7I,0.1,False,ellipse-ellipse-ring,112.0,112.0,val
qcRsi5pQwkwIMld6xeyA,0.1,False,rectangle-polygon,112.0,112.0,test
zjTDSCH2KvkUatW5BhO4,0.1,False,polygon,112.0,112.0,train
l5OclzUhXKRjy6ytZb4D,0.1,False,shoe-rectangle,112.0,112.0,train
P6rNPbFJS5Sokuhlvl5J,0.1,False,circle,112.0,112.0,test
AhVvyk3XCjalOztLmlFf,0.1,False,polygon-shoe-circle,112.0,112.0,train
VgYW6N8mquv4zfh8P7Wr,0.1,False,circle,112.0,112.0,train
wgF0zL8tJB91fNJzmslf,0.1,False,polygon,112.0,112.0,train
PVA4ygYJVs8NHDdrwUAV,0.1,False,shoe-ellipse,112.0,112.0,test
JHd3haRKlzujI9N6Hd1V,0.1,False,square,112.0,112.0,test
Kjv23uux1O9nPoSvWYtv,0.1,False,polygon-ring-circle,112.0,112.0,test
9WYj0JXlZjzVTw8QgVRz,0.1,False,square-rectangle-ring,112.0,112.0,train
WcVb9URymSM8ySgNR0CU,0.1,False,shoe-polygon-square,112.0,112.0,train
bMMGxtsA5QR4YQYmcqiC,0.1,False,circle,112.0,112.0,train
