,dz,overlap,types,nx,ny
cqM95tsEXVpkGSBbUZtC,0.1,False,circle-square,112.0,112.0
8pKrc6TJVqWmsPzf1FfU,0.1,False,circle-shoe-polygon,112.0,112.0
4k5QABrSBLpjU2MOTtsq,0.1,False,square-shoe,112.0,112.0
FfayuCooqNHgnBlGBCmo,0.1,False,circle,112.0,112.0
oO5ZHPP8f89ZXOvhrNLs,0.1,False,ring,112.0,112.0
qFFBMOqUvLDoLMFUlusS,0.1,False,ring,112.0,112.0
zIM3eQ4uSBlYM2q3stlW,0.1,False,ring,112.0,112.0
cqCfikuZaCuGFjwDza7n,0.1,False,rectangle-square-ellipse-rectangle,112.0,112.0
m3h8iUHSoDjDMBCnGC5d,0.1,False,ring-shoe,112.0,112.0
v2vLmgnKiuNDZKZQnjSO,0.1,False,ring,112.0,112.0
eMNzTAHkFaeq3BLUzWHZ,0.1,False,polygon-polygon-ellipse,112.0,112.0
tTg2va3IqROffIXkyue5,0.1,False,square,112.0,112.0
Z7A7s2eznsQqku5LKALk,0.1,False,polygon-shoe,112.0,112.0
MCirtxeGGNi0hH7koKik,0.1,False,ellipse,112.0,112.0
wqG3xlSRsGutAn717URo,0.1,False,circle-circle,112.0,112.0
DQpLENK8spfYEjUcEfcn,0.1,False,circle,112.0,112.0
hx9VVKpaWuJPqlyAPhDF,0.1,False,circle,112.0,112.0
AWtxniO44Es9PrH93T9h,0.1,False,polygon,112.0,112.0
pZhBDd3FfC2dlhk2kDqO,0.1,False,ellipse,112.0,112.0
cKxuGJLkiukNBRZEvu2T,0.1,False,ellipse-shoe-circle-shoe,112.0,112.0
GrfYPpdQef7c668iOFFZ,0.1,False,circle-ellipse-square-shoe,112.0,112.0
SceUgNclMirxyYeQM4XN,0.1,False,circle-circle-rectangle,112.0,112.0
Z28MYEPmkYogUuxAGLcc,0.1,False,polygon,112.0,112.0
Ase5OcnqGnzIogejIRU4,0.1,False,rectangle-rectangle-ring,112.0,112.0
QPi2ZmgZPxtMK6YdU2Ir,0.1,False,circle,112.0,112.0
ElWfqwnRq8UJMTeqT2ng,0.1,False,circle-polygon-square-square,112.0,112.0
f1cLtfoqbZ3fBte1rJCq,0.1,False,ellipse-rectangle-shoe,112.0,112.0
QBwzFuVuQskcOLmDrJ51,0.1,False,shoe-square,112.0,112.0
w9BmEHH1QJhlfze4YxEz,0.1,False,ring-circle,112.0,112.0
7FiDPZ7wWS9YPYbPQ35C,0.1,False,square,112.0,112.0
fTnMgVJppygCoyK1VHsh,0.1,False,ring-shoe-shoe,112.0,112.0
e1QrMFmADQSmiqVD7on5,0.1,False,shoe,112.0,112.0
iVgON2FW0dN1uMMfxzTN,0.1,False,polygon,112.0,112.0
xpycwVBCrYqhIh8ELdyu,0.1,False,shoe-square-ring,112.0,112.0
qsrNJbIU6DFmuP1M60ii,0.1,False,ring-polygon,112.0,112.0
gF7tHHp4Qhauogsl0xZJ,0.1,False,ring,112.0,112.0
ZgAXp88Gw32nWJkljHG0,0.1,False,ring-ring,112.0,112.0
qIntS2iiq8G5zQgYduUo,0.1,False,ellipse-circle,112.0,112.0
dbdpH8cjGrZWZXsVX4QZ,0.1,False,ring,112.0,112.0
FmbGnb3JloSqo83jz8DQ,0.1,False,polygon-rectangle-square,112.0,112.0
oocJIDEi9R84LGLzQYkI,0.1,False,square-circle-rectangle,112.0,112.0
K9KM9uovCfYcbvSsNRbn,0.1,False,ellipse-square-rectangle,112.0,112.0
s4CkfzYV1aOR8BhmWali,0.1,False,ring-ellipse,112.0,112.0
im7w8LfldyN20E9PfIGP,0.1,False,ellipse-shoe-circle,112.0,112.0
QAqXzEavqCRNQ0Xds43Z,0.1,False,circle-rectangle-square,112.0,112.0
74HBufJJlVQQ1NbquPBk,0.1,False,ellipse-square-ring-circle,112.0,112.0
OlIuTokAVXhheTD3n5zD,0.1,False,ring-polygon-polygon,112.0,112.0
2Ji4mUlOVGmBfTPFfdpR,0.1,False,rectangle-rectangle,112.0,112.0
ygVTfpR1XTIMUAdinJxe,0.1,False,shoe-square,112.0,112.0
KuDYSaABoCYk5bvEPoDE,0.1,False,square-square,112.0,112.0
awVk5MUwhe2lg6FYmapa,0.1,False,ring-circle-circle-polygon,112.0,112.0
swxheoSToCEtPXGW7uiw,0.1,False,shoe-rectangle,112.0,112.0
lKgVdR7ColnOXhQzNzFo,0.1,False,ring-shoe-ellipse-square,112.0,112.0
Bz0GMlXzvzgolzBv1PvA,0.1,False,shoe-ring-ellipse-circle,112.0,112.0
11RYTFYaXDiPRrY1uGoz,0.1,False,rectangle-ring,112.0,112.0
gekLKy1Baqb9r4x55cJ7,0.1,False,ring-shoe-ring-circle,112.0,112.0
OU7E8GjdjSZd1puqfTMa,0.1,False,rectangle-ellipse-ellipse-circle,112.0,112.0
tEpFMFICaxWXEpFmYK0j,0.1,False,polygon-circle,112.0,112.0
2CYDKOgjSmCmmlU8DdTC,0.1,False,rectangle-polygon,112.0,112.0
fGQAuVq2tHJW5VNycfxb,0.1,False,shoe-shoe-ring,112.0,112.0
R8t2Gjin0YmR4LofhPJI,0.1,False,polygon-square,112.0,112.0
f0MIshtTfPnaj8w1s5XC,0.1,False,polygon,112.0,112.0
76PznsKgnI8NMMD0SNrB,0.1,False,ring-shoe,112.0,112.0
HfzsIG9QbFIehZdpKKfu,0.1,False,ring,112.0,112.0
i6xd1y02DjsVvX9dbhec,0.1,False,polygon,112.0,112.0
CxvwjCFqpsDKd9M33nWI,0.1,False,ellipse-ring-rectangle-ring,112.0,112.0
w2YyDyDK2TIRKtcLZngw,0.1,False,square-square,112.0,112.0
mL2wiHffYz8ugUonQPgT,0.1,False,rectangle,112.0,112.0
U0Tsz8PiBbv1kGP6hshZ,0.1,False,ellipse-polygon,112.0,112.0
qykix27FBpHP82PUAHXS,0.1,False,rectangle-square-square,112.0,112.0
MF3CLLHLthKTcDH0Pc4t,0.1,False,rectangle,112.0,112.0
Lx88PGPSLwxguYvZU85s,0.1,False,polygon-ellipse,112.0,112.0
zUztKQGPtB320b6m7FeD,0.1,False,rectangle-ring,112.0,112.0
6oRsLfCf4OXf0PU9K3ZD,0.1,False,ring,112.0,112.0
iGLkFgx1B2UEOWsqAfaq,0.1,False,rectangle-ring-ring-shoe,112.0,112.0
p7phn8q8VOzhuXngR6xZ,0.1,False,square,112.0,112.0
UZqKPgwkf0Ds0MXhvmmo,0.1,False,circle-square-circle,112.0,112.0
oUsYnINmNQ8ip6tjsCnt,0.1,False,circle-ring-circle-square,112.0,112.0
lE51d6uIRPhvUWyMw9Sj,0.1,False,square-shoe-circle-square,112.0,112.0
tc8DAxhGD0WTgrtZ06ag,0.1,False,shoe-square,112.0,112.0
XP7WcAnGgjOhPBQw2I2n,0.1,False,polygon-square-ellipse-polygon,112.0,112.0
Ms7mu6fmGRnj1KhaFE7p,0.1,False,ellipse,112.0,112.0
BMpOip7QUSbLR7OGR3Mt,0.1,False,square-ring-polygon,112.0,112.0
CSHUTzueEqWMQRfvjb8m,0.1,False,shoe-square-square,112.0,112.0
bQG3MiomkUtoIWXpREue,0.1,False,ellipse-circle-ellipse-polygon,112.0,112.0
czNOIU1M6kd0IhX1LRPt,0.1,False,shoe-ring-polygon,112.0,112.0
0mPmsHeMIDUCm2qf7gTy,0.1,False,ellipse,112.0,112.0
ZUK5jMG8WD5Cd2lgmg9i,0.1,False,square-circle-ring,112.0,112.0
5OBmW5Q3mahTpizrCWvW,0.1,False,rectangle-polygon,112.0,112.0
Qg2UKvItCE48c8K84vBM,0.1,False,polygon-shoe-ring,112.0,112.0
e1HGUxbEZQQ2PDkSpey2,0.1,False,polygon,112.0,112.0
LOsu1wTCVwvxFQiLAAJx,0.1,False,ellipse-ring-ellipse-ring,112.0,112.0
WezPegDHm5GbrBnXBZvn,0.1,False,shoe-shoe-square-ellipse,112.0,112.0
JVBBnkdKQ2q0EcwhKrP5,0.1,False,rectangle-circle-circle-shoe,112.0,112.0
ceoIYm9TvyEvEpkaN36U,0.1,False,rectangle-rectangle,112.0,112.0
fqs17cKgarnen7lZqBmI,0.1,False,ellipse,112.0,112.0
5DnVsuNQSOW6Hzof9VKS,0.1,False,square-rectangle-polygon-shoe,112.0,112.0
g1SYlmTPkQsA7o4RUMBY,0.1,False,ellipse-shoe-square-square,112.0,112.0
rs5wGKolK8vAGV6CJDpE,0.1,False,ring-circle,112.0,112.0
HB3XMo4dJ5EnsMyRtjz8,0.1,False,ellipse-ellipse-polygon-ring,112.0,112.0
xuqQ5G598mw63uLMcgRP,0.1,False,ring,112.0,112.0
6nojucwe1SOUivbK7g44,0.1,False,ellipse-ellipse-shoe-shoe,112.0,112.0
EkafGjgSTw3czefjGHDb,0.1,False,rectangle-square-shoe-ellipse,112.0,112.0
6chDnjRNjYLKhmcrWjBq,0.1,False,ring-square-circle,112.0,112.0
zyOuzmTvYaffoZ29gWYA,0.1,False,ellipse-circle-rectangle,112.0,112.0
pkcECKQmdKGnkeq7WwD5,0.1,False,ellipse-square-ellipse,112.0,112.0
5AvawojGEpWU4yJ0L2Cv,0.1,False,rectangle-rectangle,112.0,112.0
oYGk3dwe0nttrqXVpSK5,0.1,False,square,112.0,112.0
ggGDoDF2M9RjCffSm8Y1,0.1,False,polygon,112.0,112.0
tCdpM0MKLFHWBYOj10Y4,0.1,False,polygon-polygon,112.0,112.0
cxdb5J5ORkih7zOzvvDx,0.1,False,polygon-ellipse-rectangle-polygon,112.0,112.0
BG0DHhX0JyMDfbrN9Cyk,0.1,False,square-rectangle-polygon-circle,112.0,112.0
A9cwe1pSfkSg1DSKYyLu,0.1,False,rectangle,112.0,112.0
6uEKTiRCyvEJ0E1HhxPN,0.1,False,circle,112.0,112.0
fZDyPAoIUvxihzgbFs19,0.1,False,shoe,112.0,112.0
2v0CEpQBWM2SLDeGR6w4,0.1,False,rectangle,112.0,112.0
r8GaKK68HehY8zC3AK47,0.1,False,ellipse,112.0,112.0
bMMGxtsA5QR4YQYmcqiC,0.1,False,circle,112.0,112.0
OKGvcAFcfKbNhUOGkiGN,0.1,False,rectangle-shoe-shoe-circle,112.0,112.0
uX62tn99GeRVUhpFPpf1,0.1,False,ring-circle-circle-polygon,112.0,112.0
UK7mV7xyfdYEj7a1aKB6,0.1,False,square,112.0,112.0
oomVqmPGhgPaQ8J5Ctd4,0.1,False,shoe,112.0,112.0
1C36A5hj9k4pEKxYhqVv,0.1,False,ring-shoe-circle,112.0,112.0
Oumb5xJeOI5ZJT5yShCD,0.1,False,shoe,112.0,112.0
MpwxjHnwOxcaqk9p3tnM,0.1,False,circle-ellipse,112.0,112.0
buK25u8St0BDGSsU7Tpi,0.1,False,ring-rectangle,112.0,112.0
nX3eLxWTDXI7jqAqcLEc,0.1,False,square-rectangle-ring,112.0,112.0
5sExtKaJ6HphmlT7uQWp,0.1,False,polygon-rectangle-rectangle,112.0,112.0
JmDugARKzCYD1HhCoII1,0.1,False,rectangle,112.0,112.0
2f3NeIdfw1ZlD2UakxQK,0.1,False,square-ring,112.0,112.0
PRpfElwc5trXUTVvcQli,0.1,False,square-circle-ring,112.0,112.0
TCloI574aa2oLKQ19oNR,0.1,False,circle-ring,112.0,112.0
c2pnafGVBUNIgx8jVgp7,0.1,False,polygon-rectangle,112.0,112.0
AmsBvJtRn6bNBU6nY6vI,0.1,False,circle-polygon-polygon-circle,112.0,112.0
WpilqfZ9oR6m3N9y5lrR,0.1,False,ring,112.0,112.0
KEj4HP9IG75YmAjFm61F,0.1,False,shoe-ellipse-circle,112.0,112.0
G7pdYW325DPSHqsIjKfu,0.1,False,rectangle,112.0,112.0
4tGOU5SHxIYpF6h2GMqw,0.1,False,rectangle,112.0,112.0
vwbvjIYLyI2CTueK7jgM,0.1,False,ellipse-ring-rectangle-shoe,112.0,112.0
2EPV2BwUw7SgvzfnbWFs,0.1,False,ring-circle,112.0,112.0
YBgOdomxb5SupsCpAcsu,0.1,False,polygon-shoe-polygon-ellipse,112.0,112.0
hzdm1HPdN0N1a08SHj9p,0.1,False,square-rectangle-circle,112.0,112.0
AfgDjZqF7pSygbYh3iBz,0.1,False,square-shoe-circle-shoe,112.0,112.0
jfy3IAhc810izFsecX4Y,0.1,False,polygon-square-ellipse,112.0,112.0
KH6a6UwVUxeEfmHR4iob,0.1,False,ring,112.0,112.0
6YIbskBPCeRNhvyk01Za,0.1,False,rectangle,112.0,112.0
Pb4H0c3RR8wwzRy7dyf4,0.1,False,rectangle-ellipse-ellipse-ellipse,112.0,112.0
ZySl35pV3Qj5BOa8krOQ,0.1,False,ellipse-circle-polygon,112.0,112.0
sIcywGabhRyI4eeTfosE,0.1,False,ellipse-shoe-circle,112.0,112.0
FLOy4hQDYGFeGwzu6GoD,0.1,False,square,112.0,112.0
gyRLMPic73PMZTvGZ67C,0.1,False,rectangle,112.0,112.0
FUNXjwJPSJrlFHOmMW19,0.1,False,shoe-rectangle,112.0,112.0
wW17Wip3UqlGJnnfbULH,0.1,False,ring,112.0,112.0
7ikDIrV28rF7lkNCusGg,0.1,False,shoe,112.0,112.0
Rgneloc2DNdZ9TYWXzrd,0.1,False,shoe-square-shoe,112.0,112.0
Z85iTcalagnctm6j8N49,0.1,False,square-square-polygon,112.0,112.0
D0YbYDo3fEUhfwdrugrx,0.1,False,ring-square-rectangle,112.0,112.0
dZDWmjQMiHTsi0RXBVq5,0.1,False,square,112.0,112.0
MPlKG2Rmtdmqr4JxAk3v,0.1,False,ellipse,112.0,112.0
xaoKY7lGBGYDFhEYi18u,0.1,False,ring-circle-square,112.0,112.0
ByqlZ9P2wrV0moavXAIZ,0.1,False,ring,112.0,112.0
qOJ3KtI13AgohOG8JQG7,0.1,False,polygon,112.0,112.0
1FcFE7fLIhaJ3vTs1MqE,0.1,False,shoe,112.0,112.0
Qk7MmLhV7h7lgkG8Gfb3,0.1,False,polygon-ring-square-ring,112.0,112.0
jJIIgNtGJwbmBAtDxK2r,0.1,False,polygon-square-circle-circle,112.0,112.0
uS9FWgesLpBkiRjUDLNc,0.1,False,square-square-shoe-ellipse,112.0,112.0
PHGoOrp2DM1QKTX5l7LN,0.1,False,ring,112.0,112.0
HAqQjz88lFD4YFE2qGTL,0.1,False,circle-shoe,112.0,112.0
BzBrfh9Gy3mNCl0VvZ8l,0.1,False,shoe-polygon-square,112.0,112.0
2sFqilh0vsQY2zZRPbzL,0.1,False,ellipse-ellipse,112.0,112.0
HRypKo3ehlN6tU6c1Fcv,0.1,False,polygon-square-square,112.0,112.0
A6WKsMDjLiGObfLgrwcy,0.1,False,shoe-ellipse,112.0,112.0
Ia6416g4hSfUk47dTZch,0.1,False,polygon,112.0,112.0
DIxroTbo0wH960vVS4ly,0.1,False,shoe,112.0,112.0
9pCNlcPZfET4479s9qx3,0.1,False,polygon,112.0,112.0
fg91L9DLYbc03I0vHtxB,0.1,False,ring-circle-ring-ring,112.0,112.0
T4BgpTAvIKByEUXPYWkS,0.1,False,square-square,112.0,112.0
7xCGxmFLFpSFfzCegdG8,0.1,False,shoe-rectangle-ring-ellipse,112.0,112.0
ePsDpN0IU2H8VA6tlPci,0.1,False,rectangle,112.0,112.0
a6k5EI9Co4gK63FSgPKE,0.1,False,square,112.0,112.0
jfyNfQkvY7SjjYwiqrT2,0.1,False,square-rectangle-ellipse,112.0,112.0
6miCgivIyDkLf4cPeVtw,0.1,False,shoe-square-shoe-shoe,112.0,112.0
tTrU9mqmTtoGGyClYgk2,0.1,False,circle-ring-polygon,112.0,112.0
TecWCwiQTGwIs14RiHdb,0.1,False,ring,112.0,112.0
AghmJDCGcMxi7f1M2KGe,0.1,False,ellipse-shoe-ring,112.0,112.0
Cn23Kwa8iFzC7zGYfPwq,0.1,False,shoe-ring-rectangle,112.0,112.0
fK8YgCS9vUsSB7UpNbJO,0.1,False,shoe,112.0,112.0
32rJlDagaDeb8E5cnmd6,0.1,False,ring-shoe-shoe,112.0,112.0
eHN1NQ2rUhJumoSUcHPX,0.1,False,square,112.0,112.0
f0BrhhpLZcCBp5kRTOCt,0.1,False,shoe-circle-ellipse,112.0,112.0
3nlrilatvEb897Lb2rhA,0.1,False,ellipse,112.0,112.0
0g4qNKKTZBIAHjuy4iRY,0.1,False,polygon-rectangle-shoe,112.0,112.0
c7fYJ0mgceigEJIZNrdS,0.1,False,polygon-ellipse-rectangle-ellipse,112.0,112.0
lAMYvCMYQDJkgz2Qoq2w,0.1,False,ring-square,112.0,112.0
C16b54uCn0G8AebWb2uD,0.1,False,ellipse,112.0,112.0
E1mcW4WZN2aLshpiLlWE,0.1,False,ellipse-ellipse-ring,112.0,112.0
4dbEODXxz6eabfFHH2jM,0.1,False,square,112.0,112.0
mpreUNjRmT1YE60Fkup8,0.1,False,polygon-ring-rectangle-circle,112.0,112.0
ngM4LizXMqx6G4KkNLW9,0.1,False,ring-square-ellipse,112.0,112.0
jXj6JBbDRiEB4hu64omE,0.1,False,ring-shoe,112.0,112.0
01FOoxcbICEhd7aXYY2w,0.1,False,ring-ring-ellipse-circle,112.0,112.0
s6SyXY9ZxrKCEllK7nvs,0.1,False,rectangle,112.0,112.0
kut1vnBs8oVudiDSM7AN,0.1,False,polygon-polygon,112.0,112.0
dV9J81fWQEEWCqxn4r4U,0.1,False,polygon,112.0,112.0
IAJw04pNuMzZaMcoVmAF,0.1,False,shoe-circle-ring,112.0,112.0
bFRcyZ20jM3TpTuSQeV5,0.1,False,circle-square,112.0,112.0
S2rTJh8pxKwVlaSLbGwu,0.1,False,rectangle-shoe-ellipse,112.0,112.0
NoKyKgyHSN3HKlCcElCy,0.1,False,polygon,112.0,112.0
JPCSCEwEMsVTopWO4Hen,0.1,False,shoe-circle-shoe,112.0,112.0
PoRNoFlAoyrTICgpxkUG,0.1,False,ellipse-polygon,112.0,112.0
UTF6c6qkM6FKybZiDFHa,0.1,False,rectangle-shoe-rectangle,112.0,112.0
SEU6iUxYoKOft8dn4xkw,0.1,False,shoe-shoe,112.0,112.0
5q1m9KPr6Ldwx3aXCq26,0.1,False,shoe-polygon,112.0,112.0
2t1CJAXQPFS0NyOH21um,0.1,False,rectangle-rectangle-circle,112.0,112.0
WKDImjhhi4TIzSQmzCX9,0.1,False,polygon-rectangle-ellipse,112.0,112.0
HxeFF1sOvo9ABjIeJdVp,0.1,False,shoe,112.0,112.0
fnttOJ7GDDSHVybM3AFV,0.1,False,shoe-shoe-square,112.0,112.0
YyvKh6XNW0fIGGjxswCC,0.1,False,square-rectangle-circle-rectangle,112.0,112.0
dHSM85pv1x5T3sS5ZAk4,0.1,False,polygon-ellipse,112.0,112.0
XXRtTKrR8sAtAUOy5Rg6,0.1,False,ring,112.0,112.0
IbLzgoxxfIus1L7VJ0u5,0.1,False,polygon-square-circle,112.0,112.0
gAvHV3IuXIRRmU6pj3ai,0.1,False,rectangle-shoe-rectangle-ring,112.0,112.0
BtZBjUtcxMxjlMVlx5lk,0.1,False,ring-square,112.0,112.0
7CFWegi5sGVB0BdgGapQ,0.1,False,polygon,112.0,112.0
8IRsKLkaJc0EXUJojpc9,0.1,False,ring-polygon,112.0,112.0
VtfQwqtmHqw9nGwm1BnP,0.1,False,polygon-rectangle-circle-rectangle,112.0,112.0
H4U4cgId2ItZyrKxEwAe,0.1,False,rectangle-rectangle-polygon-polygon,112.0,112.0
WmMs4Gq7PfXTCYF567tW,0.1,False,ring-polygon,112.0,112.0
34hMDlD5IeZXvP4Wd2nS,0.1,False,rectangle,112.0,112.0
8YHTKId78QPbQszChq75,0.1,False,ellipse-square-ring-polygon,112.0,112.0
wRFrOx5wAg1q9f4jbd2w,0.1,False,ring-ellipse-rectangle-square,112.0,112.0
dlWKLuY8L9RqryXghrZ6,0.1,False,ellipse-ellipse-ellipse-ellipse,112.0,112.0
Pz5BS15ieGdkzeSXeNPp,0.1,False,ellipse,112.0,112.0
DTTY5iHEnzAJC8wfotvI,0.1,False,ring-polygon-square,112.0,112.0
R2vZ1QK4VVFKcQwTRM4O,0.1,False,circle,112.0,112.0
UZ4aP9cK0mhEbJkA4ru3,0.1,False,square-rectangle-rectangle,112.0,112.0
HynEb8gGgeXRdD10wOv0,0.1,False,square-ring,112.0,112.0
QLw8PECimoC4hOQuv5vi,0.1,False,shoe-polygon-rectangle,112.0,112.0
fveCCyM3Q0RuRW9Gv6Ak,0.1,False,polygon,112.0,112.0
eosLHO6WmNB8JPnaYpoE,0.1,False,circle-shoe-ring,112.0,112.0
I5a0kWvh5HYEpoIybNjp,0.1,False,shoe-circle,112.0,112.0
OoRw5EE8IIcVAVKnQpBh,0.1,False,ring-polygon-rectangle,112.0,112.0
vAGCkdp3o1qKE96Wdc2Z,0.1,False,rectangle-square-rectangle-shoe,112.0,112.0
fM7LOOsy4x88gvw0eLAj,0.1,False,polygon,112.0,112.0
9Hs78KafsGoqi9kuel19,0.1,False,ring-shoe-shoe-ellipse,112.0,112.0
sbXq4g4WfLZGaiykFVnX,0.1,False,rectangle-square,112.0,112.0
FhcXdweUuThz21oqrPsI,0.1,False,circle-circle-rectangle-square,112.0,112.0
zJsuJjAaYEKri7UF0KEd,0.1,False,rectangle-rectangle-shoe,112.0,112.0
6wlD0aiK1wGYVJHVFmig,0.1,False,polygon,112.0,112.0
ogFa2qLn5l76fXgqC21L,0.1,False,rectangle-shoe,112.0,112.0
FiAn4yd3vo9YAaiQNvOl,0.1,False,shoe-shoe-polygon-shoe,112.0,112.0
XMdpCrPawbqUO1fwaZOb,0.1,False,shoe-shoe-polygon,112.0,112.0
wCCBNYVDukhDel0vcgX9,0.1,False,ellipse,112.0,112.0
GdCSmzdmOYC2ANUlp7wp,0.1,False,circle-shoe,112.0,112.0
6iLU43GWXCthkGdNfd7E,0.1,False,ring,112.0,112.0
FAUeOiYYVJvtaongJEcV,0.1,False,circle-polygon-square-rectangle,112.0,112.0
23Sv18G4wulDjhwJHDYh,0.1,False,ellipse-shoe-shoe,112.0,112.0
GPqrWrK0tRtLx2Ma8Pzl,0.1,False,square,112.0,112.0
YyMMGSClz86xvGFEyPGQ,0.1,False,polygon,112.0,112.0
A80vyZfq6wRPIyZbkQSr,0.1,False,ellipse-ring,112.0,112.0
p3Ac53mgY2e0xU3FJce4,0.1,False,ring,112.0,112.0
8UgNAY870u45QqL7l5SF,0.1,False,square-rectangle,112.0,112.0
rIntSKvzm1IwMUMEBnXo,0.1,False,ring-square,112.0,112.0
5cTlts4NFpjsyaUviMlb,0.1,False,shoe-polygon-rectangle,112.0,112.0
mba470TJZjPpXA1GKnjd,0.1,False,circle-rectangle-polygon-square,112.0,112.0
m7Wrx6NyMX4HW0odmSiL,0.1,False,ring-rectangle-polygon,112.0,112.0
CsgVUIeMt4JjDVvCzE9B,0.1,False,rectangle-square,112.0,112.0
vjjEEqVcSHmHOZjSvT80,0.1,False,circle,112.0,112.0
KR5MROlVizNwJ9H8lGCJ,0.1,False,ring-ellipse-rectangle-polygon,112.0,112.0
YB1f7KJ680vOF73l9xr2,0.1,False,ring-shoe,112.0,112.0
K1m4PZC4DbAREW7fzqbt,0.1,False,polygon-shoe-shoe,112.0,112.0
zGg0cvM2PQqPgryXYr8f,0.1,False,ellipse-polygon-square,112.0,112.0
zJPEFswAtiwgYAoTWQ2T,0.1,False,square,112.0,112.0
gHMwJX8SNqfemZxAz2kG,0.1,False,circle-rectangle-shoe-rectangle,112.0,112.0
FXQEnfChlQW6jYs7Col9,0.1,False,shoe-ring-ring-ellipse,112.0,112.0
bnHYDKX5j4cglnK13Scx,0.1,False,rectangle-polygon-circle-polygon,112.0,112.0
TtMXIaPNCoUUNhvj6iVe,0.1,False,ellipse-circle-shoe,112.0,112.0
GsARkDDnF3D3mLJ2fMCq,0.1,False,square-ellipse,112.0,112.0
wGXHGNb4H5Gf4faov9l3,0.1,False,ring-square,112.0,112.0
SCHnJSNmQjerRKYK3qOV,0.1,False,square-ring-ellipse,112.0,112.0
f9QAgFwG47rxyAyyTmXl,0.1,False,square-square-circle-circle,112.0,112.0
TcsioVIAmb7GA95s8OYn,0.1,False,square-shoe-shoe,112.0,112.0
7MGSIeQbhx96ajRB0lqR,0.1,False,polygon-polygon-ring,112.0,112.0
edl0g8hCjgrBk6iRcTXc,0.1,False,square,112.0,112.0
xJhYnooSD5BYIIYdqv09,0.1,False,square-ring,112.0,112.0
sxCWokFDkKWu9kgZFYLo,0.1,False,polygon-shoe-ring-ring,112.0,112.0
e0qBniotoAkFi0PQrxiR,0.1,False,polygon-ring-shoe,112.0,112.0
LbYJ0v50uoHvkHuSYDCU,0.1,False,rectangle-shoe,112.0,112.0
8agSCoW3z1eslDb46HuI,0.1,False,polygon-ring-shoe-ellipse,112.0,112.0
p4qvqwEaSSxSmywIA8nx,0.1,False,ellipse-ellipse-square-ring,112.0,112.0
mzn3GL0xQFZrvyKj0YB6,0.1,False,shoe-ring-ring-square,112.0,112.0
tZXjMfbs87Ek894v1QNJ,0.1,False,rectangle,112.0,112.0
tzzW18VUXzHUV7deJJ9c,0.1,False,rectangle-polygon-ring,112.0,112.0
HY5795erx2JBewi7s7ld,0.1,False,ellipse,112.0,112.0
4vRnvyeeq1EPaNXmwEw5,0.1,False,ellipse-ellipse,112.0,112.0
7E7GCeBMGkr8OpSruPPT,0.1,False,rectangle-circle,112.0,112.0
abBWuUOHcASSHdDQkebZ,0.1,False,polygon,112.0,112.0
oGBtdtgTmyQx8OvrvCME,0.1,False,rectangle-circle-circle,112.0,112.0
IsjoRNvSDsiNir1CHDba,0.1,False,shoe-rectangle-ring-ellipse,112.0,112.0
eNBslX1qUQQyYVgN7EWH,0.1,False,rectangle-shoe,112.0,112.0
25ic2wqgyH3GLnEuivDZ,0.1,False,square,112.0,112.0
DNAGwv7B3jiFIqKHnoDP,0.1,False,ellipse-shoe-shoe-polygon,112.0,112.0
Z2ZwEA5Ium24sOqGBjQF,0.1,False,ellipse,112.0,112.0
X3riW5T4dofxjJXN0R7H,0.1,False,circle-shoe-polygon-ring,112.0,112.0
T4b5ZnrWMQaNjic7V9pL,0.1,False,rectangle,112.0,112.0
bZ1MlFrmj3q1hlbjtQfL,0.1,False,ring,112.0,112.0
SJWDVuMS2cJVkc7N4lXw,0.1,False,polygon-rectangle-circle-square,112.0,112.0
ZfEflOAJzXvqPeeQp6s5,0.1,False,shoe-polygon-ellipse-shoe,112.0,112.0
80oIf50uqBgHdWIA3vA8,0.1,False,circle-square,112.0,112.0
GN9a82Jta0xOjw5HTdID,0.1,False,ring,112.0,112.0
proBv0YArf1p4pNE0AKc,0.1,False,rectangle,112.0,112.0
CASfix5myhIA8xuK1nIF,0.1,False,polygon,112.0,112.0
l1bbHakNtpgZxYVauAzK,0.1,False,ellipse-square-circle-rectangle,112.0,112.0
RY7HgjL6qCc2JmVc3AZ7,0.1,False,shoe-square,112.0,112.0
CGiwI5R5yRKwtf4F4GKu,0.1,False,shoe,112.0,112.0
1CaUMx5FRbQsQJPzD0Uq,0.1,False,square-shoe,112.0,112.0
37AcEZ8QrzB2mGw19b20,0.1,False,circle,112.0,112.0
2Tsca8cFUjnrsuC5YiAb,0.1,False,square-circle,112.0,112.0
Matuh1czHQGChtNb802r,0.1,False,ring,112.0,112.0
GN0RUiSjpyqTKj7ki5ZP,0.1,False,square,112.0,112.0
ZzjIZ3DAhG3V0ee01Pna,0.1,False,circle-polygon-square-ring,112.0,112.0
vtxU6IaJ6njJah5HSM8x,0.1,False,circle,112.0,112.0
BVKiqns4qCigGiWB2Akn,0.1,False,polygon-ring-ring,112.0,112.0
2vl46QjAJcI4RohLWS3Q,0.1,False,ellipse-ellipse,112.0,112.0
R5kYjMiOjTJFooxUCbX4,0.1,False,rectangle-shoe-circle-shoe,112.0,112.0
Rogp0TcIaOZG4U3Onqep,0.1,False,ellipse-polygon,112.0,112.0
4jeQKONapt2HrPUzObuT,0.1,False,shoe-circle,112.0,112.0
